Textbox1
"Omejitev izpisa:
Skupina dogodkov: Požari v naravi oziroma na prostem, Požari v komunalnih in drugih zabojnikih, Požari na prometnih sredstvih, Požari v objektih"

Povzrocitev,Leto,PKID,Textbox6
Požari na prometnih sredstvih,2014,394,požari na sredstvih cestnega prometa,370,Neznano,194,do 10.000 €,67,3.593
Požari na prometnih sredstvih,2015,399,požari na sredstvih cestnega prometa,368,Neznano,213,do 10.000 €,120,4.256
Požari na prometnih sredstvih,2016,397,požari na sredstvih cestnega prometa,368,Neznano,214,do 10.000 €,148,4.402
Požari na prometnih sredstvih,2017,397,požari na sredstvih cestnega prometa,371,Neznano,212,do 10.000 €,172,4.913
Požari na prometnih sredstvih,2005,309,požari na sredstvih cestnega prometa,285,Neznano,75,10.000 € - 50.000 €,0,3.097
Požari na prometnih sredstvih,2006,292,požari na sredstvih cestnega prometa,265,Neznano,72,10.000 € - 50.000 €,1,3.644
Požari na prometnih sredstvih,2007,217,požari na sredstvih cestnega prometa,201,Neznano,45,10.000 € - 50.000 €,1,3.413
Požari na prometnih sredstvih,2008,224,požari na sredstvih cestnega prometa,213,Neznano,60,10.000 € - 50.000 €,2,3.218
Požari na prometnih sredstvih,2009,199,požari na sredstvih cestnega prometa,183,Neznano,65,10.000 € - 50.000 €,5,3.065
Požari na prometnih sredstvih,2010,217,požari na sredstvih cestnega prometa,193,Neznano,119,10.000 € - 50.000 €,1,2.274
Požari na prometnih sredstvih,2011,410,požari na sredstvih cestnega prometa,371,Neznano,176,10.000 € - 50.000 €,8,4.840
Požari na prometnih sredstvih,2012,403,požari na sredstvih cestnega prometa,371,Neznano,210,10.000 € - 50.000 €,15,5.564
Požari na prometnih sredstvih,2013,391,požari na sredstvih cestnega prometa,361,Neznano,194,10.000 € - 50.000 €,22,4.175
Požari na prometnih sredstvih,2014,394,požari na sredstvih cestnega prometa,370,Neznano,194,10.000 € - 50.000 €,13,3.593
Požari na prometnih sredstvih,2015,399,požari na sredstvih cestnega prometa,368,Neznano,213,10.000 € - 50.000 €,38,4.256
Požari na prometnih sredstvih,2016,397,požari na sredstvih cestnega prometa,368,Neznano,214,10.000 € - 50.000 €,22,4.402
Požari na prometnih sredstvih,2017,397,požari na sredstvih cestnega prometa,371,Neznano,212,10.000 € - 50.000 €,19,4.913
Požari na prometnih sredstvih,2005,309,požari na sredstvih cestnega prometa,285,Neznano,75,50.000 € - 100.000 €,1,3.097
Požari na prometnih sredstvih,2006,292,požari na sredstvih cestnega prometa,265,Neznano,72,50.000 € - 100.000 €,0,3.644
Požari na prometnih sredstvih,2007,217,požari na sredstvih cestnega prometa,201,Neznano,45,50.000 € - 100.000 €,0,3.413
Požari na prometnih sredstvih,2008,224,požari na sredstvih cestnega prometa,213,Neznano,60,50.000 € - 100.000 €,1,3.218
Požari na prometnih sredstvih,2009,199,požari na sredstvih cestnega prometa,183,Neznano,65,50.000 € - 100.000 €,0,3.065
Požari na prometnih sredstvih,2010,217,požari na sredstvih cestnega prometa,193,Neznano,119,50.000 € - 100.000 €,1,2.274
Požari na prometnih sredstvih,2011,410,požari na sredstvih cestnega prometa,371,Neznano,176,50.000 € - 100.000 €,1,4.840
Požari na prometnih sredstvih,2012,403,požari na sredstvih cestnega prometa,371,Neznano,210,50.000 € - 100.000 €,2,5.564
Požari na prometnih sredstvih,2013,391,požari na sredstvih cestnega prometa,361,Neznano,194,50.000 € - 100.000 €,4,4.175
Požari na prometnih sredstvih,2014,394,požari na sredstvih cestnega prometa,370,Neznano,194,50.000 € - 100.000 €,0,3.593
Požari na prometnih sredstvih,2015,399,požari na sredstvih cestnega prometa,368,Neznano,213,50.000 € - 100.000 €,3,4.256
Požari na prometnih sredstvih,2016,397,požari na sredstvih cestnega prometa,368,Neznano,214,50.000 € - 100.000 €,2,4.402
Požari na prometnih sredstvih,2017,397,požari na sredstvih cestnega prometa,371,Neznano,212,50.000 € - 100.000 €,0,4.913
Požari na prometnih sredstvih,2005,309,požari na sredstvih cestnega prometa,285,Neznano,75,100.000 € - 1.000.000 €,1,3.097
Požari na prometnih sredstvih,2006,292,požari na sredstvih cestnega prometa,265,Neznano,72,100.000 € - 1.000.000 €,0,3.644
Požari na prometnih sredstvih,2007,217,požari na sredstvih cestnega prometa,201,Neznano,45,100.000 € - 1.000.000 €,0,3.413
Požari na prometnih sredstvih,2008,224,požari na sredstvih cestnega prometa,213,Neznano,60,100.000 € - 1.000.000 €,1,3.218
Požari na prometnih sredstvih,2009,199,požari na sredstvih cestnega prometa,183,Neznano,65,100.000 € - 1.000.000 €,1,3.065
Požari na prometnih sredstvih,2010,217,požari na sredstvih cestnega prometa,193,Neznano,119,100.000 € - 1.000.000 €,0,2.274
Požari na prometnih sredstvih,2011,410,požari na sredstvih cestnega prometa,371,Neznano,176,100.000 € - 1.000.000 €,1,4.840
Požari na prometnih sredstvih,2012,403,požari na sredstvih cestnega prometa,371,Neznano,210,100.000 € - 1.000.000 €,0,5.564
Požari na prometnih sredstvih,2013,391,požari na sredstvih cestnega prometa,361,Neznano,194,100.000 € - 1.000.000 €,0,4.175
Požari na prometnih sredstvih,2014,394,požari na sredstvih cestnega prometa,370,Neznano,194,100.000 € - 1.000.000 €,0,3.593
Požari na prometnih sredstvih,2015,399,požari na sredstvih cestnega prometa,368,Neznano,213,100.000 € - 1.000.000 €,0,4.256
Požari na prometnih sredstvih,2016,397,požari na sredstvih cestnega prometa,368,Neznano,214,100.000 € - 1.000.000 €,1,4.402
Požari na prometnih sredstvih,2017,397,požari na sredstvih cestnega prometa,371,Neznano,212,100.000 € - 1.000.000 €,0,4.913
Požari na prometnih sredstvih,2005,309,požari na sredstvih cestnega prometa,285,Neznano,75,nad 1.000.000 €,0,3.097
Požari na prometnih sredstvih,2006,292,požari na sredstvih cestnega prometa,265,Neznano,72,nad 1.000.000 €,0,3.644
Požari na prometnih sredstvih,2007,217,požari na sredstvih cestnega prometa,201,Neznano,45,nad 1.000.000 €,0,3.413
Požari na prometnih sredstvih,2008,224,požari na sredstvih cestnega prometa,213,Neznano,60,nad 1.000.000 €,0,3.218
Požari na prometnih sredstvih,2009,199,požari na sredstvih cestnega prometa,183,Neznano,65,nad 1.000.000 €,0,3.065
Požari na prometnih sredstvih,2010,217,požari na sredstvih cestnega prometa,193,Neznano,119,nad 1.000.000 €,1,2.274
Požari na prometnih sredstvih,2011,410,požari na sredstvih cestnega prometa,371,Neznano,176,nad 1.000.000 €,0,4.840
Požari na prometnih sredstvih,2012,403,požari na sredstvih cestnega prometa,371,Neznano,210,nad 1.000.000 €,0,5.564
Požari na prometnih sredstvih,2013,391,požari na sredstvih cestnega prometa,361,Neznano,194,nad 1.000.000 €,0,4.175
Požari na prometnih sredstvih,2014,394,požari na sredstvih cestnega prometa,370,Neznano,194,nad 1.000.000 €,0,3.593
Požari na prometnih sredstvih,2015,399,požari na sredstvih cestnega prometa,368,Neznano,213,nad 1.000.000 €,0,4.256
Požari na prometnih sredstvih,2016,397,požari na sredstvih cestnega prometa,368,Neznano,214,nad 1.000.000 €,0,4.402
Požari na prometnih sredstvih,2017,397,požari na sredstvih cestnega prometa,371,Neznano,212,nad 1.000.000 €,0,4.913
Požari na prometnih sredstvih,2005,309,požari na sredstvih cestnega prometa,285,Neznano,75,Ni podatka,40,3.097
Požari na prometnih sredstvih,2006,292,požari na sredstvih cestnega prometa,265,Neznano,72,Ni podatka,44,3.644
Požari na prometnih sredstvih,2007,217,požari na sredstvih cestnega prometa,201,Neznano,45,Ni podatka,28,3.413
Požari na prometnih sredstvih,2008,224,požari na sredstvih cestnega prometa,213,Neznano,60,Ni podatka,22,3.218
Požari na prometnih sredstvih,2009,199,požari na sredstvih cestnega prometa,183,Neznano,65,Ni podatka,17,3.065
Požari na prometnih sredstvih,2010,217,požari na sredstvih cestnega prometa,193,Neznano,119,Ni podatka,82,2.274
Požari na prometnih sredstvih,2011,410,požari na sredstvih cestnega prometa,371,Neznano,176,Ni podatka,112,4.840
Požari na prometnih sredstvih,2012,403,požari na sredstvih cestnega prometa,371,Neznano,210,Ni podatka,128,5.564
Požari na prometnih sredstvih,2013,391,požari na sredstvih cestnega prometa,361,Neznano,194,Ni podatka,67,4.175
Požari na prometnih sredstvih,2014,394,požari na sredstvih cestnega prometa,370,Neznano,194,Ni podatka,110,3.593
Požari na prometnih sredstvih,2015,399,požari na sredstvih cestnega prometa,368,Neznano,213,Ni podatka,40,4.256
Požari na prometnih sredstvih,2016,397,požari na sredstvih cestnega prometa,368,Neznano,214,Ni podatka,32,4.402
Požari na prometnih sredstvih,2017,397,požari na sredstvih cestnega prometa,371,Neznano,212,Ni podatka,0,4.913
Požari na prometnih sredstvih,2005,309,požari na sredstvih cestnega prometa,285,"Ni podatkov, ni bilo požara",108,Ni gmotne škode,39,3.097
Požari na prometnih sredstvih,2006,292,požari na sredstvih cestnega prometa,265,"Ni podatkov, ni bilo požara",86,Ni gmotne škode,9,3.644
Požari na prometnih sredstvih,2007,217,požari na sredstvih cestnega prometa,201,"Ni podatkov, ni bilo požara",69,Ni gmotne škode,19,3.413
Požari na prometnih sredstvih,2008,224,požari na sredstvih cestnega prometa,213,"Ni podatkov, ni bilo požara",72,Ni gmotne škode,44,3.218
Požari na prometnih sredstvih,2009,199,požari na sredstvih cestnega prometa,183,"Ni podatkov, ni bilo požara",48,Ni gmotne škode,17,3.065
Požari na prometnih sredstvih,2010,217,požari na sredstvih cestnega prometa,193,"Ni podatkov, ni bilo požara",35,Ni gmotne škode,16,2.274
Požari na prometnih sredstvih,2011,410,požari na sredstvih cestnega prometa,371,"Ni podatkov, ni bilo požara",64,Ni gmotne škode,36,4.840
Požari na prometnih sredstvih,2012,403,požari na sredstvih cestnega prometa,371,"Ni podatkov, ni bilo požara",66,Ni gmotne škode,31,5.564
Požari na prometnih sredstvih,2013,391,požari na sredstvih cestnega prometa,361,"Ni podatkov, ni bilo požara",63,Ni gmotne škode,34,4.175
Požari na prometnih sredstvih,2014,394,požari na sredstvih cestnega prometa,370,"Ni podatkov, ni bilo požara",73,Ni gmotne škode,28,3.593
Požari na prometnih sredstvih,2015,399,požari na sredstvih cestnega prometa,368,"Ni podatkov, ni bilo požara",65,Ni gmotne škode,46,4.256
Požari na prometnih sredstvih,2016,397,požari na sredstvih cestnega prometa,368,"Ni podatkov, ni bilo požara",54,Ni gmotne škode,31,4.402
Požari na prometnih sredstvih,2017,397,požari na sredstvih cestnega prometa,371,"Ni podatkov, ni bilo požara",57,Ni gmotne škode,37,4.913
Požari na prometnih sredstvih,2005,309,požari na sredstvih cestnega prometa,285,"Ni podatkov, ni bilo požara",108,do 10.000 €,20,3.097
Požari na prometnih sredstvih,2006,292,požari na sredstvih cestnega prometa,265,"Ni podatkov, ni bilo požara",86,do 10.000 €,6,3.644
Požari na prometnih sredstvih,2007,217,požari na sredstvih cestnega prometa,201,"Ni podatkov, ni bilo požara",69,do 10.000 €,10,3.413
Požari na prometnih sredstvih,2008,224,požari na sredstvih cestnega prometa,213,"Ni podatkov, ni bilo požara",72,do 10.000 €,8,3.218
Požari na prometnih sredstvih,2009,199,požari na sredstvih cestnega prometa,183,"Ni podatkov, ni bilo požara",48,do 10.000 €,1,3.065
Požari na prometnih sredstvih,2010,217,požari na sredstvih cestnega prometa,193,"Ni podatkov, ni bilo požara",35,do 10.000 €,2,2.274
Požari na prometnih sredstvih,2011,410,požari na sredstvih cestnega prometa,371,"Ni podatkov, ni bilo požara",64,do 10.000 €,5,4.840
Požari na prometnih sredstvih,2012,403,požari na sredstvih cestnega prometa,371,"Ni podatkov, ni bilo požara",66,do 10.000 €,7,5.564
Požari na prometnih sredstvih,2013,391,požari na sredstvih cestnega prometa,361,"Ni podatkov, ni bilo požara",63,do 10.000 €,8,4.175
Požari na prometnih sredstvih,2014,394,požari na sredstvih cestnega prometa,370,"Ni podatkov, ni bilo požara",73,do 10.000 €,6,3.593
Požari na prometnih sredstvih,2015,399,požari na sredstvih cestnega prometa,368,"Ni podatkov, ni bilo požara",65,do 10.000 €,10,4.256
Požari na prometnih sredstvih,2016,397,požari na sredstvih cestnega prometa,368,"Ni podatkov, ni bilo požara",54,do 10.000 €,15,4.402
Požari na prometnih sredstvih,2017,397,požari na sredstvih cestnega prometa,371,"Ni podatkov, ni bilo požara",57,do 10.000 €,19,4.913
Požari na prometnih sredstvih,2005,309,požari na sredstvih cestnega prometa,285,"Ni podatkov, ni bilo požara",108,10.000 € - 50.000 €,2,3.097
Požari na prometnih sredstvih,2006,292,požari na sredstvih cestnega prometa,265,"Ni podatkov, ni bilo požara",86,10.000 € - 50.000 €,2,3.644
Požari na prometnih sredstvih,2007,217,požari na sredstvih cestnega prometa,201,"Ni podatkov, ni bilo požara",69,10.000 € - 50.000 €,1,3.413
Požari na prometnih sredstvih,2008,224,požari na sredstvih cestnega prometa,213,"Ni podatkov, ni bilo požara",72,10.000 € - 50.000 €,3,3.218
Požari na prometnih sredstvih,2009,199,požari na sredstvih cestnega prometa,183,"Ni podatkov, ni bilo požara",48,10.000 € - 50.000 €,1,3.065
Požari na prometnih sredstvih,2010,217,požari na sredstvih cestnega prometa,193,"Ni podatkov, ni bilo požara",35,10.000 € - 50.000 €,1,2.274
Požari na prometnih sredstvih,2011,410,požari na sredstvih cestnega prometa,371,"Ni podatkov, ni bilo požara",64,10.000 € - 50.000 €,0,4.840
Požari na prometnih sredstvih,2012,403,požari na sredstvih cestnega prometa,371,"Ni podatkov, ni bilo požara",66,10.000 € - 50.000 €,0,5.564
Požari na prometnih sredstvih,2013,391,požari na sredstvih cestnega prometa,361,"Ni podatkov, ni bilo požara",63,10.000 € - 50.000 €,0,4.175
Požari na prometnih sredstvih,2014,394,požari na sredstvih cestnega prometa,370,"Ni podatkov, ni bilo požara",73,10.000 € - 50.000 €,0,3.593
Požari na prometnih sredstvih,2015,399,požari na sredstvih cestnega prometa,368,"Ni podatkov, ni bilo požara",65,10.000 € - 50.000 €,0,4.256
Požari na prometnih sredstvih,2016,397,požari na sredstvih cestnega prometa,368,"Ni podatkov, ni bilo požara",54,10.000 € - 50.000 €,0,4.402
Požari na prometnih sredstvih,2017,397,požari na sredstvih cestnega prometa,371,"Ni podatkov, ni bilo požara",57,10.000 € - 50.000 €,1,4.913
Požari na prometnih sredstvih,2005,309,požari na sredstvih cestnega prometa,285,"Ni podatkov, ni bilo požara",108,50.000 € - 100.000 €,1,3.097
Požari na prometnih sredstvih,2006,292,požari na sredstvih cestnega prometa,265,"Ni podatkov, ni bilo požara",86,50.000 € - 100.000 €,1,3.644
Požari na prometnih sredstvih,2007,217,požari na sredstvih cestnega prometa,201,"Ni podatkov, ni bilo požara",69,50.000 € - 100.000 €,0,3.413
Požari na prometnih sredstvih,2008,224,požari na sredstvih cestnega prometa,213,"Ni podatkov, ni bilo požara",72,50.000 € - 100.000 €,0,3.218
Požari na prometnih sredstvih,2009,199,požari na sredstvih cestnega prometa,183,"Ni podatkov, ni bilo požara",48,50.000 € - 100.000 €,0,3.065
Požari na prometnih sredstvih,2010,217,požari na sredstvih cestnega prometa,193,"Ni podatkov, ni bilo požara",35,50.000 € - 100.000 €,0,2.274
Požari na prometnih sredstvih,2011,410,požari na sredstvih cestnega prometa,371,"Ni podatkov, ni bilo požara",64,50.000 € - 100.000 €,0,4.840
Požari na prometnih sredstvih,2012,403,požari na sredstvih cestnega prometa,371,"Ni podatkov, ni bilo požara",66,50.000 € - 100.000 €,0,5.564
Požari na prometnih sredstvih,2013,391,požari na sredstvih cestnega prometa,361,"Ni podatkov, ni bilo požara",63,50.000 € - 100.000 €,0,4.175
Požari na prometnih sredstvih,2014,394,požari na sredstvih cestnega prometa,370,"Ni podatkov, ni bilo požara",73,50.000 € - 100.000 €,0,3.593
Požari na prometnih sredstvih,2015,399,požari na sredstvih cestnega prometa,368,"Ni podatkov, ni bilo požara",65,50.000 € - 100.000 €,0,4.256
Požari na prometnih sredstvih,2016,397,požari na sredstvih cestnega prometa,368,"Ni podatkov, ni bilo požara",54,50.000 € - 100.000 €,0,4.402
Požari na prometnih sredstvih,2017,397,požari na sredstvih cestnega prometa,371,"Ni podatkov, ni bilo požara",57,50.000 € - 100.000 €,0,4.913
Požari na prometnih sredstvih,2005,309,požari na sredstvih cestnega prometa,285,"Ni podatkov, ni bilo požara",108,Ni podatka,46,3.097
Požari na prometnih sredstvih,2006,292,požari na sredstvih cestnega prometa,265,"Ni podatkov, ni bilo požara",86,Ni podatka,68,3.644
Požari na prometnih sredstvih,2007,217,požari na sredstvih cestnega prometa,201,"Ni podatkov, ni bilo požara",69,Ni podatka,39,3.413
Požari na prometnih sredstvih,2008,224,požari na sredstvih cestnega prometa,213,"Ni podatkov, ni bilo požara",72,Ni podatka,17,3.218
Požari na prometnih sredstvih,2009,199,požari na sredstvih cestnega prometa,183,"Ni podatkov, ni bilo požara",48,Ni podatka,29,3.065
Požari na prometnih sredstvih,2010,217,požari na sredstvih cestnega prometa,193,"Ni podatkov, ni bilo požara",35,Ni podatka,16,2.274
Požari na prometnih sredstvih,2011,410,požari na sredstvih cestnega prometa,371,"Ni podatkov, ni bilo požara",64,Ni podatka,23,4.840
Požari na prometnih sredstvih,2012,403,požari na sredstvih cestnega prometa,371,"Ni podatkov, ni bilo požara",66,Ni podatka,28,5.564
Požari na prometnih sredstvih,2013,391,požari na sredstvih cestnega prometa,361,"Ni podatkov, ni bilo požara",63,Ni podatka,21,4.175
Požari na prometnih sredstvih,2014,394,požari na sredstvih cestnega prometa,370,"Ni podatkov, ni bilo požara",73,Ni podatka,39,3.593
Požari na prometnih sredstvih,2015,399,požari na sredstvih cestnega prometa,368,"Ni podatkov, ni bilo požara",65,Ni podatka,9,4.256
Požari na prometnih sredstvih,2016,397,požari na sredstvih cestnega prometa,368,"Ni podatkov, ni bilo požara",54,Ni podatka,8,4.402
